sale_id,customer_id,sale_date,sale_value,used_in_exchange,product_description,customer_type
a94c5661-5c57-494d-b9a0-0e4ef244ecb6,a7c2043d-7449-4c29-8977-d637f144d92a,2026-02-04 16:11:00.000,31310.0,False,HYUNDAI/TUCSON GLSB,COMPANY
75cbc597-171c-4dea-bc63-d8b958a72dc9,c7dda101-26b6-42d4-96c1-cd06b3ca8e4c,2026-02-04 15:06:33.098,204000.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
74681016-f516-4420-965e-1c03901f95bc,eaebc20a-f4a8-4ab9-82e1-8b51ae96a27f,2026-02-04 14:55:22.426,179990.0,False,KICKS 1.0 ADVANCE AT,PERSON
7ffb65a9-e716-4ec6-98dd-dca3dcc85d95,dca67cfe-c112-4853-9d18-24d53fc34325,2026-02-04 12:25:57.543,21900.0,False, DOMINAR NS200,PERSON
525372f9-6e57-4d3a-8385-fd9e272ba3ca,a7c2043d-7449-4c29-8977-d637f144d92a,2026-02-04 10:35:00.000,84840.0,False,TIGGO5X SPORT,COMPANY
7bd8c50d-030d-4031-baac-0e1515b3d97c,bef50ed3-2575-426f-8baf-e62d16eb6e3f,2026-02-03 23:57:14.332,283000.0,False,HILUX CD DSL 4X4 SRV AT 25/26,PERSON
9df79772-f7c6-462b-8ba8-910c003465bb,59ee8ca1-239b-43a7-afc3-88a645778ea7,2026-02-03 22:56:33.133,177990.0,False,OMODA O7 PRESTIGE PHEV BW,PERSON
cacfc1c8-1763-48fe-a5a3-5065e8ebf9db,e4405556-3345-49cf-98f4-24ceddba5ea3,2026-02-03 22:05:44.136,285500.0,False,HILUX CD DSL 4X4 SRV AT 25/26,PERSON
6df2fc83-30fa-4853-9c5c-81857ffde3ab,a7c2043d-7449-4c29-8977-d637f144d92a,2026-02-03 17:42:00.000,90900.0,False,COROLLA ALTIS 2.0L FFV CVT 18/19,COMPANY
4bb73980-e85b-4b32-92a2-2e20af831c54,315f98a6-e9a0-48db-8b67-e0cc813c5f3d,2026-02-03 16:16:24.722,126779.94,False,COROLLA GLI 1.8L HV FFV CVT,PERSON
ef99c038-e2d9-4c55-a47c-adb9c862169a,73844be5-79e3-4a17-b9df-2ce0df5583cc,2026-02-03 15:57:15.474,155400.0,False,OMODA 5 LUXURY HEV GV,PERSON
9456d574-fbb9-4674-a787-d437eccb589c,e8de7666-465c-4371-9b5b-0bf3759d63fa,2026-02-02 22:20:27.747,406000.0,False,SW4 DSL 4X4 SRX PLATINUM AT 7S 26/26,PERSON
240bda5f-375d-4b96-b79c-701afcc8888b,448fcde8-5aca-47fc-9abc-4acf65fe0f54,2026-02-02 18:58:12.822,184990.0,False,OMODA 5 PRESTIGE HEV X4 DUAL,PERSON
33140bef-1699-4a89-8b7a-c5085935f30d,e2b917f8-6f51-4d92-ace9-10cfd1b75aac,2026-02-02 17:04:47.864,158590.0,False,OMODA 5 LUXURY HEV GV,PERSON
135b13ad-b223-4220-a7d7-c368d3433949,a7c2043d-7449-4c29-8977-d637f144d92a,2026-02-02 16:22:00.000,121200.0,False,TERA HIGH TSI,COMPANY
5ae9dae0-95cf-477a-a5f2-d03a0a2a766a,d3f78587-eac2-4202-bee0-10432184d037,2026-02-02 16:05:10.298,207000.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
225c04ff-8cd7-41c5-be47-2657f870b86a,95a59275-ebbb-4ca6-aef8-cdb32eb84ece,2026-02-02 15:21:12.249,154780.0,False,OMODA 5 PRESTIGE HEV GV,PERSON
574f73c9-a098-49d3-83e4-da238252c161,a6632241-24e2-488e-941e-439c7a3a530a,2026-01-31 21:06:55.291,257990.0,False,JAECOO J7 PRESTIGE PHEV ZK DUAL,COMPANY
a677a07a-728b-441e-9683-331d399bcfdf,0251fb48-7704-4789-a731-1834fdd91697,2026-01-31 19:48:42.705,180000.0,False,OMODA 5 PRESTIGE HEV BW,PERSON
60d50a19-29a1-4ded-b8d1-4fb2afa56eb8,7dd06007-f193-4604-a2f1-6379bf530704,2026-01-31 19:20:41.509,199900.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
2a8c82e4-f9fe-486c-96a8-ae18b7f2a6b9,a528ba26-6db3-4edc-87ae-701fa528c849,2026-01-31 14:19:07.107,159990.0,False,OMODA 5 LUXURY HEV GV,PERSON
fefba365-d581-4f51-b079-a50f058eac44,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-30 18:45:00.000,40723.2,False,MY11 COROLLA XEI A/T 2.0L FLEX,COMPANY
7ce53fd9-1c7c-41dc-93ef-bd1c17dcf764,4bd9e355-9ef3-413a-89e3-7730691b2c4e,2026-01-30 18:32:00.000,441500.0,True,SW4 DSL 4X4 DIAMOND AT 7S 25/26,PERSON
e08eb1a6-7090-4323-b3e1-afa2c3edc003,59ee8ca1-239b-43a7-afc3-88a645778ea7,2026-01-30 17:38:07.375,284990.0,False,OMODA O7 PRESTIGE PHEV BW,PERSON
bdd1efd0-d1eb-462f-9f89-fc168ea9b203,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-30 14:42:00.000,83830.0,False,HR-V EXL CVT,COMPANY
3f54ef3b-ec6f-4603-8357-b274ae6f75fa,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-30 14:05:00.000,82134.0,False,COROLLA GLI UPPER 1.8L FFV CVT 19/19,COMPANY
537c92e0-09a1-4469-a00b-be319dfcfdb8,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-30 09:09:00.000,88880.0,False,COROLLA GLI 2.0L FFV CVT 19/20,COMPANY
3b28e60c-2922-4e32-85ca-e38d61a46262,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-30 08:27:00.000,106050.0,False,CRETA 2.0 FLEX ULTIMATE AUTOMÁTICO,COMPANY
b3d1becc-c331-4f8b-add2-90fddd762818,c92778d6-1f4c-4f41-9ca1-39efa545e826,2026-01-29 14:48:27.166,210239.8,False,HILUX CS DSL 4X4 CHASSI MT,PERSON
12fb1279-00fe-48bb-bf73-00a8c2d701c5,1d660a64-3414-4424-a9f1-b1320326cfdc,2026-01-29 00:38:28.726,159990.0,False,OMODA 5 LUXURY HEV GV,PERSON
61f57f94-f775-465f-8c32-4b6333a15fc3,9018e908-87f2-471d-b238-2d85cbfb1aa6,2026-01-28 18:04:20.947,208100.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
193e7786-e5b9-4046-ba38-3b511ad416fb,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-28 10:09:00.000,189880.0,False,HILUX CD DSL 4X4 SRX AT 21/21,COMPANY
f21ae6fa-764b-476f-8a30-6dcad1cbc282,e945cfd4-7288-4499-9b91-582811bac37f,2026-01-27 21:46:02.635,285000.0,False,HILUX CD DSL 4X4 SRV AT 25/26,COMPANY
05ec43f8-0c3d-4bee-b11f-8243d485c4fe,93223b97-0b0c-4ca2-9164-466b8ddf2b70,2026-01-27 21:41:45.996,325000.0,False,HILUX CD DSL 4X4 SRX PLUS AT 25/26,PERSON
e8a4835c-0ebc-4650-b2fc-2ebdec3fc16f,49c97068-52ef-43e3-8a36-80f76cc5bafe,2026-01-27 19:38:31.922,310000.0,False,HILUX CD DSL 4X4 SRX AT 25/26,PERSON
b14ff06f-284b-4aa7-b3c5-9e1b1a09106d,ee5430a4-45e9-44ac-aeb6-a7b08d9a9a1d,2026-01-27 19:31:11.982,260000.0,False,OMODA O7 PRESTIGE PHEV BW,COMPANY
18c3bd06-7f25-40a1-8d10-5b6f36551bf3,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-27 16:24:00.000,144430.0,False,NISSAN FRONTIER XE X4,COMPANY
66a707e5-65f1-4671-a406-4172f186eb68,f5fe4ba2-390e-4d6e-9628-30981988eaa8,2026-01-27 16:16:33.265,182290.0,False,OMODA 5 PRESTIGE HEV CL,PERSON
c5320c4c-98f5-4579-ab44-ffc52d903d2e,cd572413-8827-4e95-9cba-bdb9baab8ec0,2026-01-27 13:37:00.000,210000.0,True,COROLLA CROSS XRX 1.8 HV CVT,PERSON
490631fa-36da-4e3a-9b56-2bb6e7cff2cf,4a04af96-6bf0-4efb-9f74-44e4f72421dc,2026-01-27 13:21:29.303,182000.0,False,OMODA 5 PRESTIGE HEV X4 DUAL,PERSON
8910f32d-665c-4eea-8507-d048a6ecd00f,8f9b9b02-e1fe-4dbd-9dc3-8f0ed7e09be7,2026-01-27 13:21:06.625,281990.0,False,OMODA 7 PRESTIGE PHEV UK,PERSON
c7fe0ade-d07b-4757-95bb-e8182c30aec5,8d5f2f42-e935-470c-bba5-71ffd01608e7,2026-01-27 13:11:35.134,280000.0,False,HILUX CD DSL 4X4 SRX PLUS AT 24/24 ,PERSON
fd2c09e0-73f5-4a5b-8072-51e2060eb3c2,eaba5f2f-4655-43eb-b4f5-48c71e387a45,2026-01-27 11:36:00.000,214000.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
dea82b8c-c973-4a4a-9535-9fc285b47aeb,57f7dcb7-7f1e-40f7-b4ca-46213cd18ba5,2026-01-26 21:33:48.247,310300.0,False,HILUX CD DSL 4X4 SRX AT 25/26,PERSON
7a6d6fad-b7a1-4888-83b8-575f1cb76ec4,d2d1baa8-973a-4bf3-a433-bba415d59050,2026-01-26 21:25:04.980,310050.0,False,HILUX CD DSL 4X4 SRX AT 25/26,PERSON
fe77edc0-7221-4801-b2fb-f0ad36d90d45,26e145b9-f8ec-44c9-9082-a130c9e69162,2026-01-26 18:04:55.087,311500.0,False,HILUX CD DSL 4X4 SRX AT 25/26,PERSON
c7377999-91fd-4fbd-bba0-2aa1678ba024,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 17:56:00.000,278760.0,False,HILUX CD DSL 4X4 SRV AT 25/25,COMPANY
b013c645-2b7b-456f-aa86-c0376c770f50,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 17:49:00.000,76760.0,False,"TORO 1.3 TURBO 270 FLEX ENDURANCE AT6
",COMPANY
327e1593-dd38-496c-a4c8-602cff7d60c4,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 17:45:00.000,207050.0,False,HILUX CD DSL 4X4 SRX AT,COMPANY
f30a5ab2-ac6a-418d-b083-95555e940102,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 17:41:00.000,202000.0,False,HILUX CD DSL 4X4 SRX AT 21/21,COMPANY
ceae4f76-4101-4b2f-8515-c0dfef224797,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 17:36:00.000,114130.0,False,COROLLA CROSS XRE 2.0 21/22 L,COMPANY
b703ed60-708e-436c-9fa4-9df6fe4c769f,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 16:59:00.000,95950.0,False,FASTBACK 1.3 TURBO LIMITED EDITION AT,COMPANY
16c500e3-54c0-484a-9853-b255dd67cd37,69c63c1a-40fd-402e-b90e-3d2c66618b1e,2026-01-26 16:46:00.000,210600.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
10b0a9cf-b7be-480c-8fc0-e931d29c1071,2144167c-b2f0-49db-afdb-720eac78a731,2026-01-26 16:12:25.214,285000.0,False,HILUX CD DSL 4X4 SRV AT 25/26,PERSON
3bd5a899-618b-4c9a-9e8f-ae5ca79158b7,a7594d50-b5c3-4970-943e-247d70b22c28,2026-01-26 15:51:00.000,211350.0,True,COROLLA CROSS XRX 1.8 HV CVT,PERSON
c9650423-ea59-4447-babc-29d874324cdc,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 15:32:00.000,93930.0,False,"KICKS 1.6 16V FLEXSTART ADVANCE XTRONIC

XTRONIC
",COMPANY
437e80a5-4e2b-4172-98a6-f0677f0127be,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 15:26:00.000,282800.0,False,HILUX CD DSL 4X4 SRX AT 24/25,COMPANY
344c59e4-164c-415a-8956-bc4f381ddc76,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 11:48:00.000,127260.0,False,COMPASS LONGITUDE F,COMPANY
cd655e52-0edd-416f-98a5-e93ec5e63fae,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-26 10:13:00.000,188870.0,False,HILUX CD DSL 4X4 SRX AT 21/21,COMPANY
86898187-dfdd-4c50-bad8-ea3fda1a25dd,c55b0fe8-d478-4e31-bbd0-1ac69cd36049,2026-01-24 17:25:45.174,158000.0,False,OMODA 5 LUXURY HEV BW,PERSON
4cc13897-af0b-4b3c-a31a-41c79e23bb3b,5a7230bb-4dae-40a9-82f6-3c15df0cb821,2026-01-24 16:36:28.514,258990.0,False,JAECOO J7 PRESTIGE PHEV ZK DUAL,PERSON
5bc2e21f-8930-4ca4-b153-b8e70006d83d,683f873f-f2b7-4b71-bf31-c7eac95aa681,2026-01-24 16:16:26.859,184990.0,False,OMODA 5 PRESTIGE HEV GV,PERSON
15e24215-c8dc-41aa-8252-ce8ac3fb124b,e03f1aae-c0f2-446f-bf23-3ac2dc851997,2026-01-24 15:09:53.463,184990.0,False,OMODA 5 PRESTIGE HEV X4 DUAL,PERSON
3a43ae70-79ba-421a-b81c-17fe04581279,134a546b-8327-4fb6-80a4-4e90440a5095,2026-01-23 19:31:11.167,325000.0,False,HILUX CD DSL 4X4 SRX PLUS AT 25/26,PERSON
ebc7d0c1-7bcb-433f-9a5f-31ca20218a98,cbb1481f-6cdd-4d7d-adae-5c7c85388917,2026-01-23 18:35:38.107,209000.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
d8172d69-5449-4516-a5db-935828abafd8,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-23 17:27:00.000,102010.0,False,NIVUS 1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO,COMPANY
9aea61a6-4ea2-46e4-b4ae-4b2d261e3c26,05a47fd0-fc1a-4a59-8c49-3cb1f0cfea59,2026-01-23 16:36:00.000,210000.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
6b8c66d1-185f-4f44-b13d-fb15654e1791,d0057bd2-57a8-4ef1-a371-9df39378b023,2026-01-23 15:21:00.000,156690.0,False,OMODA 5 LUXURY HEV GV,PERSON
5e229a60-ea21-411f-80f3-9544a8755b48,09c889b4-7d78-486e-9f08-445823b88f4c,2026-01-23 15:05:00.000,206170.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
2e65d940-1d25-4f62-af25-361a22e4bc9e,38dd83e5-26bf-42ae-aecf-20127e331503,2026-01-23 14:31:09.021,249000.0,False,JAECOO J7 PRESTIGE PHEV ZK DUAL,PERSON
4cc36aaa-7948-4124-aabb-7893724201ae,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-23 14:20:00.000,126250.0,False,AMAROK V6 EXTREME-3.0 V6 BITURBO 4X4 AUTOM.,COMPANY
7e42a9d8-7810-4550-bd6c-cc22d1896d48,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-23 13:58:00.000,75750.0,False,GLA 200 STYLE 1.6 TB 16V/FLEX AUT.,COMPANY
66a264ce-00e5-4bef-8fa0-65e041a7e4d9,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-23 13:53:00.000,43430.0,False,ONIX PLUS 10TMT LTZ,COMPANY
93093f0f-f487-42ce-b13f-dc08afd38124,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-23 13:47:00.000,46460.0,False,ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,COMPANY
ec326801-d140-45f2-a177-95b22b45b5c4,1f53bef4-6e67-44a0-8f0f-1319affb922a,2026-01-23 13:22:39.422,290000.0,False,HILUX CD DSL 4X4 SRV AT 25/26,COMPANY
0fa60875-0b8d-4556-af9d-310ff7e32cf9,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-23 11:29:00.000,94940.0,False,CRETA1TA LIMITED,COMPANY
d85cf262-68a7-4ede-b522-f27a1645da10,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-23 09:14:00.000,74083.5,False,TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,COMPANY
8a483a7d-2ed1-4595-b44f-9b24ef88643e,40e7d525-66ea-4f42-9737-cb884a654920,2026-01-22 19:56:03.595,184990.0,False,OMODA 5 PRESTIGE HEV CL,PERSON
9292598f-b0dc-428e-8dd5-a16bdbf2844d,cc11e64d-1476-491b-8827-07f30e48cdf3,2026-01-22 19:55:48.373,254940.0,False,JAECOO J7 PRESTIGE PHEV CL,PERSON
4122e441-cfae-448b-bd4d-cd8f707a5b47,b3680d35-0bc7-48ea-a7ca-168fbf66253b,2026-01-22 19:21:51.750,210000.0,False,COROLLA CROSS XRX 1.8 HV CVT,PERSON
849566d1-4793-493d-bfd8-d98994a8324e,06ae1b9f-9225-4de6-a0fd-1c3707aac8eb,2026-01-22 13:49:00.000,207000.0,True,COROLLA CROSS XRX 1.8 HV CVT,PERSON
1476463a-9ab4-4b6a-a11f-d54ee2a85278,7886e296-ab10-4b45-827c-435cbe6e6d72,2026-01-22 11:16:00.000,207300.0,True,COROLLA CROSS XRX 1.8 HV CVT,PERSON
da03b632-9135-4f4c-981f-0cc942c60be1,dc1d3501-9ec5-4c34-a2c5-2bd716d39ec1,2026-01-21 23:06:20.736,258990.0,False,JAECOO J7 PRESTIGE PHEV BW,PERSON
0e745972-bf6f-407e-9ac5-be3a47fe454f,38dd83e5-26bf-42ae-aecf-20127e331503,2026-01-21 21:26:16.562,249000.0,False,JAECOO J7 PRESTIGE PHEV ZK DUAL,PERSON
1c544bdc-b75c-4cb2-8f9f-592ee54d9770,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-21 16:25:00.000,53530.0,False,TIGGO 3X PRO 1.0 TURBO FLEX AUT.,COMPANY
924d5e6a-8286-4751-8687-536e757d28f9,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-21 15:56:00.000,64135.0,False,208 STYLE 1.0 FLEX MT,COMPANY
8fc1bc39-d24a-42fd-9716-5c20555ba4ca,4c2a05ba-0509-420f-87cf-95a54ac2de2b,2026-01-21 15:08:06.513,157290.0,False,OMODA 5 LUXURY HEV CL,PERSON
f3bd4b24-2279-4f53-8789-1cc8b20950c1,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-21 14:40:00.000,80800.0,False,T-CROSS COMFORT 200-200 TSI AUTOMATICO,COMPANY
164c6d96-0920-4456-8c15-f7599a5f025f,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-21 14:06:00.000,56560.0,False,ONIX 1.4 MPFI ACTIV 8V FLEX 4P AUTOMATICO,COMPANY
7cf698fe-805b-4a1d-9746-dd4488220da8,2641603f-b479-4404-86f7-c3b4285e44a5,2026-01-21 14:05:19.903,184000.0,False,OMODA 5 PRESTIGE HEV BW,PERSON
072c2258-dd16-4c01-9f51-f26fd2905e22,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-21 13:48:00.000,95950.0,False,NIVUS 1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO,COMPANY
96d858da-a2a1-4531-adf7-f6c089c509fc,f222d5e9-0cb8-4c66-bcfb-dda947baa271,2026-01-21 13:40:12.400,154800.0,False,OMODA 5 LUXURY HEV GV,PERSON
07962fc3-4555-468e-a677-2a1fead9a17f,a549ca96-a743-4a29-b7a9-f1e32c677f5c,2026-01-20 17:44:00.000,315600.0,False,HILUX CD DSL 4X4 SRX AT 25/26,PERSON
cedc333b-1382-4161-a3a3-cf93e60bdb18,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-20 16:27:00.000,93930.0,False,TIGGO 8 1.6 TGDI GASOLINA TXS DCT,COMPANY
a7a7d5dc-9228-41e5-bcc3-70f2cfbee803,96b07711-4d62-43e9-a2b1-4e34345b68c6,2026-01-20 15:22:00.000,312600.0,False,HILUX CD DSL 4X4 SRX AT 25/26,PERSON
8d0e52a3-4703-4eaf-89b2-d0cf4803cd1d,e04619d1-19be-4735-84b6-cde0122da75f,2026-01-20 14:48:00.000,156591.0,False,OMODA 5 LUXURY HEV BW,PERSON
7240e162-d428-46b4-ab26-5ae6a268ad7f,232f5dde-0196-4b00-8e47-1c9c931b3e89,2026-01-20 14:38:00.000,171300.0,True,OMODA 5 PRESTIGE HEV X4 DUAL,PERSON
9603ac83-83ff-41ef-a4de-e630c17a5cdc,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-20 14:23:00.000,49490.0,False,ONIX 10MT LT2,COMPANY
8bf510c9-234d-436b-aed2-3cd4f3c07811,996cd936-9dae-4de5-8744-3ac8802e3966,2026-01-20 13:25:25.946,209000.0,False,COROLLA CROSS XRX 1.8 HV CVT 25/26,PERSON
d773a5fb-1c74-491b-bcde-451b5936f989,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-20 10:16:00.000,207050.0,False,HILUX CD DSL 4X4 SRV AT 24/24,COMPANY
c1e492b7-a997-4e1d-a6e9-2316af88d1db,26c2f7e0-dacd-4622-8693-4d83787fe7ad,2026-01-19 22:29:56.125,238600.0,False,JAECOO J7 PRESTIGE PHEV ZK DUAL,PERSON
45ef9b88-f03a-43a7-b593-dbb89ffe005a,f222d5e9-0cb8-4c66-bcfb-dda947baa271,2026-01-19 19:58:07.221,159990.0,False,OMODA 5 LUXURY HEV GV,PERSON
c902e14d-2f34-40e6-a7ff-675ac9587018,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-19 17:26:00.000,232300.0,False,HILUX CD DSL 4X4 SRX CONQUEST 23/24,COMPANY
8a33a78d-7d3c-4b17-ba42-ff4146006ad6,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-19 15:31:00.000,56560.0,False,"HB20S 1.6 16V FLEX VISION AUTOMATICO
",COMPANY
467591fe-b89c-4660-8239-98593a522b9c,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-19 14:58:00.000,127260.0,False,COROLLA CROSS XRE A 23_,COMPANY
7203ffc0-c116-4448-99d0-94fc44ff7d24,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-19 14:53:00.000,252500.0,False,HILUX CD DSL 4X4 SRX PLUS AT 24/24 ,COMPANY
b244dae4-944c-431a-bc59-9ef81abfdcad,36e226b5-60fd-4847-ab5f-ab8d4fbdce51,2026-01-19 14:01:00.000,393100.0,False,SW4 DSL 4X4 SRX PLATINUM AT 7S 25/26,PERSON
38e991fc-a1f9-43b2-8957-94977854d620,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-19 09:23:00.000,236340.0,False,HILUX CD DSL 4X4 SRX AT 22/23,COMPANY
482c97fd-c92c-4af9-ba97-499993ec248e,f222d5e9-0cb8-4c66-bcfb-dda947baa271,2026-01-17 13:06:26.396,169990.0,False,OMODA 5 LUXURY HEV BW,PERSON
c21a4c26-3808-4939-bcbf-7c6c4b371a6d,b4fba0a4-5dbb-48b7-8db5-203bd38cc941,2026-01-16 22:02:45.901,290600.0,False,HILUX CD DSL 4X4 SRV AT 25/26,PERSON
516e2143-0201-4163-883d-3d363671db2a,d03f0f34-973a-4bb3-a8db-f05f7a82365d,2026-01-16 19:50:15.631,310000.0,False,HILUX CD DSL 4X4 SRX AT 25/26,PERSON
29c3b8fb-87e2-4871-b25e-81b56a6ee511,22d44dc9-4e5f-4135-9078-438227e1b34a,2026-01-16 18:45:05.600,174290.0,False,OMODA 5 PRESTIGE HEV GV,PERSON
26d330d2-3f90-4b52-ad8f-d848abf84886,ee45dd27-4b36-4230-b749-d1dcca4589dd,2026-01-16 17:14:30.179,169990.0,False,OMODA 5 LUXURY HEV BW,PERSON
c32b7136-6182-44dc-97cf-a54ed1c78a3c,27f97f46-3f56-4302-a660-2ae02ec2ba67,2026-01-16 14:22:23.388,226996.0,False,HILUX CD DSL POWER PACK AT,PERSON
14eed91f-fabb-4618-82c8-f0d85869a1c6,1a88f688-cdd2-418e-9b6c-9f11325ba5d2,2026-01-16 13:29:12.036,235990.0,False,JAECOO J7 LUXURY PHEV BW,PERSON
e480fca1-8739-4467-a034-1c23763d0b4b,8ef00da9-a3fb-43d3-b641-1db477f34364,2026-01-16 12:13:00.000,174590.0,True,OMODA 5 PRESTIGE HEV GV,PERSON
886204e0-507d-49bb-902d-6ce303401394,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-16 08:48:00.000,151500.0,False,HR-V TOURING,COMPANY
adfa224f-bb58-46e1-afc0-c2f3e1321a42,6387fd9c-7acd-4de7-b47e-af944d507e5b,2026-01-15 22:29:17.126,181500.0,False,OMODA 5 PRESTIGE HEV X4 DUAL,PERSON
47b086b9-a396-4cff-b859-e85d1cf1738c,44393f40-f35e-461d-bb5d-b668fad57f87,2026-01-15 17:59:00.000,289000.0,True,I/TOYOTA RAV4H SX AWD CNT 25/25,PERSON
15f95ee6-4274-4c93-8a2d-3d5257e4d652,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-15 15:22:00.000,73730.0,False,YARIS HB XLPLUSAT ,COMPANY
56a0a6db-ca99-4948-9939-2c2c13d883ec,1f7ebe4e-4913-44d8-9561-103df1215aa9,2026-01-15 14:50:00.000,395000.0,True,SW4 DSL 4X4 SRX PLATINUM AT 7S 25/26,PERSON
2b050652-35e5-4931-b10d-f9f0af58714e,a7c2043d-7449-4c29-8977-d637f144d92a,2026-01-15 14:16:00.000,234320.0,False,SW4 DSL 4X4 SRX AT 7S 20/21,COMPANY
c3e0d85f-1515-4299-8e87-2d470564b4c3,5ba3b9d7-3274-4901-b97e-6bfd7d70d05d,2026-01-15 14:15:36.901,162900.0,False,HILUX CD DSL 4X4 SRV AT 20/20,PERSON
e4627a34-9c91-49e0-8be0-5720802ee3f4,04eb5eca-545d-4599-a329-36774bc73a8f,2026-01-15 14:15:19.008,225448.31,False,HILUX CD DSL POWER PACK AT,COMPANY
